timestep,color_1,color_2,color_3,color_4,color_5
67381,19,45,11,15,10
67382,19,45,11,15,10
67383,19,45,11,15,10
67384,19,45,11,15,10
67385,19,45,11,15,10
67386,19,45,11,15,10
67387,19,45,11,15,10
67388,19,45,11,15,10
67389,19,45,11,15,10
67390,19,45,11,15,10
67391,19,45,11,15,10
67392,19,45,11,15,10
67393,19,45,11,15,10
67394,19,45,11,15,10
67395,19,45,11,15,10
67396,19,45,11,15,10
67397,19,45,11,15,10
67398,19,45,11,15,10
67399,19,45,11,15,10
67400,19,45,11,15,10
67401,19,45,11,15,10
67402,19,45,10,15,11
67403,19,45,10,15,11
67404,19,45,10,15,11
67405,20,45,10,14,11
67406,20,45,10,14,11
67407,20,45,10,14,11
67408,20,45,10,14,11
67409,20,45,10,14,11
67410,20,45,10,14,11
67411,20,45,10,14,11
67412,20,45,10,14,11
67413,20,45,10,14,11
67414,20,45,10,14,11
67415,20,45,10,14,11
67416,20,45,10,14,11
67417,20,45,10,14,11
67418,20,45,10,14,11
67419,20,45,10,14,11
67420,20,45,10,14,11
67421,20,45,10,14,11
67422,20,45,10,14,11
67423,20,45,10,14,11
67424,20,45,10,14,11
67425,20,45,10,14,11
67426,20,45,10,14,11
67427,20,45,10,14,11
67428,20,45,10,14,11
67429,20,45,10,14,11
67430,20,45,10,14,11
67431,20,45,10,14,11
67432,20,45,10,14,11
67433,20,45,10,14,11
67434,20,45,10,14,11
67435,20,45,10,14,11
67436,20,45,10,14,11
67437,20,45,10,14,11
67438,20,45,10,14,11
67439,20,45,10,14,11
67440,20,45,10,14,11
67441,20,45,10,14,11
67442,20,45,10,14,11
67443,20,45,10,14,11
67444,20,45,10,14,11
67445,20,45,10,14,11
67446,20,45,10,14,11
67447,20,45,10,14,11
67448,20,45,10,14,11
67449,20,45,10,14,11
67450,20,45,10,14,11
67451,20,45,10,14,11
67452,20,45,10,14,11
67453,20,45,10,14,11
67454,20,45,10,14,11
67455,20,45,10,14,11
67456,20,45,10,14,11
67457,20,45,10,14,11
67458,20,45,10,14,11
67459,20,45,10,14,11
67460,20,45,10,14,11
67461,20,45,10,14,11
67462,20,45,10,14,11
67463,20,45,10,14,11
67464,20,45,10,14,11
67465,20,45,10,14,11
67466,20,45,10,14,11
67467,20,45,10,14,11
67468,20,45,10,14,11
67469,20,45,10,14,11
67470,20,45,10,14,11
67471,20,45,10,14,11
67472,20,45,10,14,11
67473,20,45,10,14,11
67474,20,45,10,14,11
67475,20,45,10,14,11
67476,20,45,10,14,11
67477,20,45,10,14,11
67478,20,45,10,14,11
67479,20,45,10,14,11
67480,20,45,10,14,11
67481,20,45,10,14,11
67482,20,45,10,14,11
67483,20,45,10,14,11
67484,20,45,10,14,11
67485,20,45,10,14,11
67486,20,45,10,14,11
67487,20,45,10,14,11
67488,20,45,10,14,11
67489,20,45,10,14,11
67490,20,45,10,14,11
67491,20,45,10,14,11
67492,20,45,10,14,11
67493,20,45,10,14,11
67494,20,45,10,14,11
67495,20,45,10,14,11
67496,20,45,10,14,11
67497,20,45,10,14,11
67498,20,45,10,14,11
67499,20,45,10,14,11
67500,20,45,10,14,11
67501,20,45,10,14,11
67502,20,45,10,14,11
67503,20,45,10,14,11
67504,20,45,10,14,11
67505,20,45,10,14,11
67506,20,45,10,14,11
67507,20,45,10,14,11
67508,20,45,10,14,11
67509,20,45,10,14,11
67510,20,45,10,14,11
67511,20,45,10,14,11
67512,20,45,10,14,11
67513,20,45,10,14,11
67514,20,45,10,14,11
67515,20,45,10,14,11
67516,20,45,10,14,11
67517,20,45,10,14,11
67518,20,45,10,14,11
67519,20,45,10,14,11
67520,20,45,10,14,11
67521,20,45,10,14,11
67522,20,45,10,14,11
67523,20,45,10,14,11
67524,20,45,10,14,11
67525,20,45,10,14,11
67526,20,45,10,14,11
67527,20,45,10,14,11
67528,20,45,10,14,11
67529,20,45,10,14,11
67530,20,45,10,14,11
67531,20,45,10,14,11
67532,20,45,10,14,11
67533,20,45,10,14,11
67534,20,45,10,14,11
67535,20,45,10,14,11
67536,20,45,10,14,11
67537,20,45,10,14,11
67538,20,45,10,14,11
67539,20,45,10,14,11
67540,20,45,10,14,11
67541,20,45,10,14,11
67542,20,45,10,14,11
67543,20,45,10,14,11
67544,20,45,10,14,11
67545,20,45,10,14,11
67546,20,45,10,14,11
67547,20,45,10,14,11
67548,20,45,10,14,11
67549,20,45,10,14,11
67550,20,45,10,14,11
67551,20,45,10,14,11
67552,21,45,10,14,10
67553,21,45,10,14,10
67554,21,45,10,14,10
67555,21,45,10,14,10
67556,21,45,10,14,10
67557,21,45,10,14,10
67558,21,45,10,14,10
67559,21,45,10,14,10
67560,21,45,10,14,10
67561,21,45,10,14,10
67562,21,45,10,14,10
67563,21,45,10,14,10
67564,21,45,10,14,10
67565,21,45,10,14,10
67566,21,45,10,14,10
67567,21,45,10,14,10
67568,21,45,10,14,10
67569,21,45,10,14,10
67570,21,45,10,14,10
67571,21,45,10,14,10
67572,21,45,10,14,10
67573,21,45,10,14,10
67574,21,45,10,14,10
67575,21,45,10,14,10
67576,21,45,10,14,10
67577,21,45,10,14,10
67578,21,45,10,14,10
67579,21,45,10,14,10
67580,21,45,10,14,10
67581,21,45,10,14,10
67582,21,45,10,14,10
67583,21,45,10,14,10
67584,21,45,10,14,10
67585,21,45,10,14,10
67586,21,45,10,14,10
67587,21,45,10,14,10
67588,21,45,10,14,10
67589,21,45,10,14,10
67590,21,45,10,14,10
67591,21,45,10,14,10
67592,21,45,10,14,10
67593,21,45,10,14,10
67594,21,45,10,14,10
67595,21,45,10,14,10
67596,21,45,10,14,10
67597,21,45,10,14,10
67598,21,45,10,14,10
67599,21,45,10,14,10
67600,21,45,10,14,10
67601,21,45,10,14,10
67602,21,45,9,15,10
67603,20,46,9,15,10
67604,20,46,9,15,10
67605,20,46,9,15,10
67606,20,46,9,15,10
67607,20,46,9,15,10
67608,20,46,9,15,10
67609,20,46,9,15,10
67610,20,46,9,15,10
67611,20,46,9,15,10
67612,20,46,9,15,10
67613,20,46,9,15,10
67614,20,46,9,15,10
67615,20,46,9,15,10
67616,20,46,9,15,10
67617,20,46,9,15,10
67618,20,46,9,15,10
67619,20,46,9,15,10
67620,20,46,9,15,10
67621,20,46,9,15,10
67622,20,46,9,15,10
67623,20,46,9,15,10
67624,20,46,9,15,10
67625,20,46,9,15,10
67626,20,46,9,15,10
67627,20,46,9,15,10
67628,20,46,9,15,10
67629,20,46,9,15,10
67630,20,46,9,15,10
67631,20,46,9,15,10
67632,20,46,9,15,10
67633,20,46,9,15,10
67634,20,46,9,15,10
67635,20,46,9,15,10
67636,20,46,9,15,10
67637,20,46,9,15,10
67638,20,46,9,15,10
67639,20,46,9,15,10
67640,20,46,9,15,10
67641,20,46,9,15,10
67642,20,46,9,15,10
67643,20,46,9,15,10
67644,20,46,9,15,10
67645,20,46,9,15,10
67646,20,46,9,15,10
67647,20,46,9,15,10
67648,20,46,9,15,10
67649,20,46,9,15,10
67650,20,46,9,15,10
67651,20,46,9,15,10
67652,20,46,9,15,10
67653,21,45,9,15,10
67654,21,45,9,15,10
67655,21,45,9,15,10
67656,21,45,9,15,10
67657,21,45,9,15,10
67658,21,45,9,15,10
67659,21,45,9,15,10
67660,21,45,9,15,10
67661,21,45,9,15,10
67662,21,45,9,15,10
67663,21,45,9,15,10
67664,21,45,9,15,10
67665,21,45,9,15,10
67666,21,45,9,15,10
67667,21,45,9,15,10
67668,21,45,9,15,10
67669,21,45,9,15,10
67670,21,45,9,15,10
67671,21,45,9,15,10
67672,21,45,9,15,10
67673,21,45,9,15,10
67674,21,45,9,15,10
67675,21,45,9,15,10
67676,21,45,9,15,10
67677,21,45,9,15,10
67678,21,45,9,15,10
67679,21,45,9,15,10
67680,21,45,9,15,10
67681,21,45,9,15,10
67682,21,45,9,15,10
67683,21,45,9,15,10
67684,21,45,9,15,10
67685,21,45,9,15,10
67686,21,45,9,15,10
67687,21,45,9,15,10
67688,21,45,9,15,10
67689,21,45,9,15,10
67690,21,45,9,15,10
67691,21,45,9,15,10
67692,21,45,9,15,10
67693,21,45,9,15,10
67694,21,45,9,15,10
67695,21,45,9,15,10
67696,21,45,9,15,10
67697,21,45,9,15,10
67698,21,45,9,15,10
67699,21,45,9,15,10
67700,21,45,9,15,10
67701,21,45,9,15,10
67702,21,45,9,15,10
67703,21,45,9,15,10
67704,21,45,9,15,10
67705,21,45,9,15,10
67706,21,45,9,15,10
67707,21,45,9,15,10
67708,21,45,9,15,10
67709,21,45,9,15,10
67710,21,45,9,15,10
67711,21,45,9,15,10
67712,21,45,9,15,10
67713,21,45,9,15,10
67714,21,45,9,15,10
67715,21,45,9,15,10
67716,21,45,9,15,10
67717,21,45,9,15,10
67718,21,45,9,15,10
67719,21,45,9,15,10
67720,21,45,9,15,10
67721,21,45,9,15,10
67722,21,45,9,15,10
67723,21,45,9,15,10
67724,21,45,9,15,10
67725,21,45,9,15,10
67726,21,45,9,15,10
67727,21,45,9,15,10
67728,21,45,9,15,10
67729,21,45,9,15,10
67730,21,45,9,15,10
67731,21,45,9,15,10
67732,21,45,9,15,10
67733,21,45,9,15,10
67734,21,45,9,15,10
67735,21,45,9,15,10
67736,21,45,9,15,10
67737,21,45,9,15,10
67738,21,45,9,15,10
67739,21,45,9,15,10
67740,21,45,9,15,10
67741,21,45,9,15,10
67742,21,45,9,15,10
67743,21,45,9,15,10
67744,21,45,9,15,10
67745,21,45,9,15,10
67746,21,45,9,15,10
67747,21,45,9,15,10
67748,21,45,9,15,10
67749,21,45,9,15,10
67750,21,45,9,15,10
67751,21,45,9,15,10
67752,21,45,9,15,10
67753,21,45,9,15,10
67754,21,45,9,15,10
67755,21,45,9,15,10
67756,21,45,9,15,10
67757,21,45,9,15,10
67758,21,45,9,15,10
67759,21,45,9,15,10
67760,21,45,9,15,10
67761,21,45,9,15,10
67762,21,45,9,15,10
67763,21,45,9,15,10
67764,21,45,9,15,10
67765,21,45,9,15,10
67766,21,45,9,15,10
67767,21,45,9,15,10
67768,21,45,9,15,10
67769,21,45,9,15,10
67770,21,45,9,15,10
67771,21,45,9,15,10
67772,21,45,9,15,10
67773,21,45,9,15,10
67774,21,45,9,15,10
67775,21,45,9,15,10
67776,21,45,9,15,10
67777,21,45,9,15,10
67778,21,45,9,15,10
67779,21,45,9,15,10
67780,21,45,9,15,10
67781,21,45,9,15,10
67782,21,45,9,15,10
67783,21,45,9,15,10
67784,21,45,9,15,10
67785,21,45,9,15,10
67786,21,45,9,15,10
67787,21,45,9,15,10
67788,21,45,9,15,10
67789,21,45,9,15,10
67790,21,45,9,15,10
67791,21,45,9,15,10
67792,21,45,9,15,10
67793,21,45,9,15,10
67794,21,45,9,15,10
67795,21,45,9,15,10
67796,21,45,9,15,10
67797,21,45,9,15,10
67798,21,45,9,15,10
67799,21,45,9,15,10
67800,21,45,9,15,10
67801,21,45,9,15,10
67802,21,46,9,14,10
67803,21,46,9,14,10
67804,21,46,9,14,10
67805,21,46,9,14,10
67806,21,46,9,14,10
67807,21,46,9,14,10
67808,21,46,9,14,10
67809,21,46,9,14,10
67810,21,46,9,14,10
67811,21,46,9,14,10
67812,21,46,9,14,10
67813,21,46,9,14,10
67814,21,46,9,14,10
67815,21,46,9,14,10
67816,21,46,9,14,10
67817,21,46,9,14,10
67818,21,46,9,14,10
67819,21,46,9,14,10
67820,21,46,9,14,10
67821,21,46,9,14,10
67822,21,46,9,14,10
67823,21,46,9,14,10
67824,21,46,9,14,10
67825,21,46,9,14,10
67826,21,46,9,14,10
67827,21,46,9,14,10
67828,21,46,9,14,10
67829,21,46,9,14,10
67830,21,46,9,14,10
67831,21,46,9,14,10
67832,21,46,9,14,10
67833,21,46,9,14,10
67834,21,46,9,14,10
67835,21,46,9,14,10
67836,21,46,9,14,10
67837,21,46,9,14,10
67838,21,46,9,14,10
67839,21,46,9,14,10
67840,21,46,9,14,10
67841,21,46,9,14,10
67842,21,46,9,14,10
67843,21,46,9,14,10
67844,21,46,9,14,10
67845,21,46,9,14,10
67846,21,46,9,14,10
67847,21,46,9,14,10
67848,21,46,9,14,10
67849,21,46,9,14,10
67850,21,46,9,14,10
67851,21,46,9,14,10
67852,21,46,9,14,10
67853,21,46,9,14,10
67854,21,46,9,14,10
67855,21,46,9,14,10
67856,21,46,9,14,10
67857,21,46,9,14,10
67858,21,46,9,14,10
67859,21,46,9,14,10
67860,21,46,9,14,10
67861,21,46,9,14,10
67862,21,46,9,14,10
67863,21,46,9,14,10
67864,21,46,9,14,10
67865,21,46,9,14,10
67866,21,46,9,14,10
67867,21,46,9,14,10
67868,21,46,9,14,10
67869,21,46,9,14,10
67870,21,46,9,14,10
67871,21,46,9,14,10
67872,21,46,9,14,10
67873,21,46,9,14,10
67874,21,46,9,14,10
67875,21,46,9,14,10
67876,21,46,9,14,10
67877,21,46,9,14,10
67878,21,46,9,14,10
67879,21,46,9,14,10
67880,21,46,9,14,10
67881,21,46,9,14,10
67882,21,46,9,14,10
67883,21,46,9,14,10
67884,21,46,9,14,10
67885,21,46,9,14,10
67886,21,46,9,14,10
67887,21,46,9,14,10
67888,21,46,9,14,10
67889,21,46,9,14,10
67890,21,46,9,14,10
67891,21,46,9,14,10
67892,21,46,9,14,10
67893,21,46,9,14,10
67894,21,46,9,14,10
67895,21,46,9,14,10
67896,21,46,9,14,10
67897,21,46,9,14,10
67898,21,46,9,14,10
67899,21,46,9,14,10
67900,21,46,9,14,10
67901,21,46,9,14,10
67902,21,46,9,14,10
67903,21,46,9,14,10
67904,21,46,9,14,10
67905,21,46,9,15,9
67906,21,46,9,15,9
67907,21,46,9,15,9
67908,21,46,9,15,9
67909,21,46,9,15,9
67910,21,46,9,15,9
67911,21,46,9,15,9
67912,21,46,9,15,9
67913,21,46,9,15,9
67914,21,46,9,15,9
67915,21,46,9,15,9
67916,21,46,9,15,9
67917,21,46,9,15,9
67918,21,46,9,15,9
67919,21,46,9,15,9
67920,21,46,9,15,9
67921,21,46,9,15,9
67922,21,46,9,15,9
67923,21,46,9,15,9
67924,21,46,9,15,9
67925,21,46,9,15,9
67926,21,46,9,15,9
67927,21,46,9,15,9
67928,21,46,9,15,9
67929,21,46,9,15,9
67930,21,46,9,15,9
67931,21,46,9,15,9
67932,21,46,9,15,9
67933,21,46,9,15,9
67934,21,46,9,15,9
67935,21,46,9,15,9
67936,21,46,9,15,9
67937,21,46,9,15,9
67938,21,46,9,15,9
67939,21,46,9,15,9
67940,21,46,9,15,9
67941,21,46,9,15,9
67942,21,46,9,15,9
67943,21,46,9,15,9
67944,21,46,9,15,9
67945,21,46,9,15,9
67946,21,46,9,15,9
67947,21,46,9,15,9
67948,21,46,9,15,9
67949,21,46,9,15,9
67950,21,46,9,15,9
67951,21,46,9,15,9
67952,21,46,9,15,9
67953,21,46,9,15,9
67954,21,46,9,15,9
67955,21,46,9,15,9
67956,21,46,9,15,9
67957,21,46,9,15,9
67958,21,46,9,15,9
67959,21,46,9,15,9
67960,21,46,9,15,9
67961,21,46,9,15,9
67962,21,46,9,15,9
67963,21,46,9,15,9
67964,21,46,9,15,9
67965,21,46,9,15,9
67966,21,46,9,15,9
67967,21,46,9,15,9
67968,21,46,9,15,9
67969,21,46,9,15,9
67970,21,46,9,15,9
67971,21,46,9,15,9
67972,21,46,9,15,9
67973,21,46,9,15,9
67974,21,46,9,15,9
67975,21,46,9,15,9
67976,21,46,9,15,9
67977,21,46,9,15,9
67978,21,46,9,15,9
67979,21,46,9,15,9
67980,21,46,9,15,9
67981,21,46,9,15,9
67982,21,46,9,15,9
67983,21,46,9,15,9
67984,21,46,9,15,9
67985,21,46,9,15,9
67986,21,46,9,15,9
67987,21,46,9,15,9
67988,21,46,9,15,9
67989,21,46,9,15,9
67990,21,46,9,15,9
67991,21,46,9,15,9
67992,21,46,9,15,9
67993,21,46,9,15,9
67994,21,46,9,15,9
67995,21,46,9,15,9
67996,21,46,9,15,9
67997,21,46,9,15,9
67998,21,46,9,15,9
67999,21,46,9,15,9
68000,21,46,9,15,9
68001,21,46,9,15,9
68002,21,46,9,15,9
68003,22,45,9,15,9
68004,22,45,9,15,9
68005,22,45,9,15,9
68006,22,45,9,15,9
68007,22,45,9,15,9
68008,22,45,9,15,9
68009,22,45,9,15,9
68010,22,45,9,15,9
68011,22,45,9,15,9
68012,22,45,9,15,9
68013,22,45,9,15,9
68014,22,45,9,15,9
68015,22,45,9,15,9
68016,22,45,9,15,9
68017,22,45,9,15,9
68018,22,45,9,15,9
68019,22,45,9,15,9
68020,22,45,9,15,9
68021,22,45,9,15,9
68022,22,45,9,15,9
68023,22,45,9,15,9
68024,22,45,9,15,9
68025,22,45,9,15,9
68026,22,45,9,15,9
68027,22,45,9,15,9
68028,22,45,9,15,9
68029,22,45,9,15,9
68030,22,45,9,15,9
68031,22,45,9,15,9
68032,22,45,9,15,9
68033,22,45,9,15,9
68034,22,45,9,15,9
68035,22,45,9,15,9
68036,22,45,9,15,9
68037,22,45,9,15,9
68038,22,45,9,15,9
68039,22,45,9,15,9
68040,22,45,9,15,9
68041,22,45,9,15,9
68042,22,45,9,15,9
68043,22,45,9,15,9
68044,22,45,9,15,9
68045,22,45,9,15,9
68046,22,45,9,15,9
68047,22,45,9,15,9
68048,22,45,9,15,9
68049,22,45,9,15,9
68050,22,45,9,15,9
68051,22,45,9,15,9
68052,22,45,9,15,9
68053,22,45,9,15,9
68054,22,45,9,15,9
68055,22,45,9,15,9
68056,23,44,9,15,9
68057,23,44,9,15,9
68058,23,44,9,15,9
68059,23,44,9,15,9
68060,23,44,9,15,9
68061,23,44,9,15,9
68062,23,44,9,15,9
68063,23,44,9,15,9
68064,23,44,9,15,9
68065,23,44,9,15,9
68066,23,44,9,15,9
68067,23,44,9,15,9
68068,23,44,9,15,9
68069,23,44,9,15,9
68070,23,44,9,15,9
68071,23,44,9,15,9
68072,23,44,9,15,9
68073,23,44,9,15,9
68074,23,44,9,15,9
68075,23,44,9,15,9
68076,23,44,9,15,9
68077,23,44,9,15,9
68078,23,44,9,15,9
68079,23,44,9,15,9
68080,23,44,9,15,9
68081,23,44,9,15,9
68082,23,44,9,15,9
68083,23,44,9,15,9
68084,23,44,9,15,9
68085,23,44,9,15,9
68086,23,44,9,15,9
68087,23,44,9,15,9
68088,23,44,9,15,9
68089,23,44,9,15,9
68090,23,44,9,15,9
68091,23,44,9,15,9
68092,23,44,9,15,9
68093,23,44,9,15,9
68094,23,44,9,15,9
68095,23,44,9,15,9
68096,23,44,9,15,9
68097,23,44,9,15,9
68098,23,44,9,15,9
68099,23,44,9,15,9
68100,23,44,9,15,9
68101,23,44,9,15,9
68102,23,44,9,15,9
68103,23,44,9,15,9
68104,23,44,9,15,9
68105,23,44,9,15,9
68106,23,44,9,15,9
68107,23,44,9,15,9
68108,23,44,9,15,9
68109,23,44,9,15,9
68110,23,44,9,15,9
68111,23,44,9,15,9
68112,23,44,9,15,9
68113,23,44,9,15,9
68114,23,44,9,15,9
68115,23,44,9,15,9
68116,23,44,9,15,9
68117,23,44,9,15,9
68118,23,44,9,15,9
68119,23,44,9,15,9
68120,23,44,9,15,9
68121,23,44,9,15,9
68122,23,44,9,15,9
68123,23,44,9,15,9
68124,23,44,9,15,9
68125,23,44,9,15,9
68126,23,44,9,15,9
68127,23,44,9,15,9
68128,23,44,9,15,9
68129,23,44,9,15,9
68130,23,44,9,15,9
68131,23,44,9,15,9
68132,23,44,9,15,9
68133,23,44,9,15,9
68134,23,44,9,15,9
68135,23,44,9,15,9
68136,23,44,9,15,9
68137,23,44,9,15,9
68138,23,44,9,15,9
68139,23,44,9,15,9
68140,23,44,9,15,9
68141,23,44,9,15,9
68142,23,44,9,15,9
68143,23,44,9,15,9
68144,23,44,9,15,9
68145,23,44,9,15,9
68146,23,44,9,15,9
68147,23,44,9,15,9
68148,23,44,9,15,9
68149,23,44,9,15,9
68150,23,44,9,15,9
68151,23,44,9,15,9
68152,23,44,9,15,9
68153,23,43,9,16,9
68154,23,43,9,16,9
68155,23,44,9,15,9
68156,23,44,9,15,9
68157,23,44,9,15,9
68158,23,44,9,15,9
68159,23,44,9,15,9
68160,23,44,9,15,9
68161,23,44,9,15,9
68162,23,44,9,15,9
68163,23,44,9,15,9
68164,23,44,9,15,9
68165,23,44,9,15,9
68166,23,44,9,15,9
68167,23,44,9,15,9
68168,23,44,9,15,9
68169,23,44,9,15,9
68170,23,44,9,15,9
68171,23,44,9,15,9
68172,23,44,9,15,9
68173,23,44,9,15,9
68174,23,44,9,15,9
68175,23,44,9,15,9
68176,23,44,9,15,9
68177,23,44,9,15,9
68178,23,44,9,15,9
68179,23,44,9,15,9
68180,23,44,9,15,9
68181,23,44,9,15,9
68182,23,44,9,15,9
68183,23,44,9,15,9
68184,23,44,9,15,9
68185,23,44,9,15,9
68186,23,44,9,15,9
68187,23,44,9,15,9
68188,23,44,9,15,9
68189,23,44,9,15,9
68190,23,44,9,15,9
68191,23,44,9,15,9
68192,23,44,9,15,9
68193,23,44,9,15,9
68194,23,44,9,15,9
68195,23,44,9,15,9
68196,23,44,9,15,9
68197,23,44,9,15,9
68198,23,44,9,15,9
68199,23,44,9,15,9
68200,23,44,9,15,9
68201,23,44,9,15,9
68202,23,43,9,16,9
68203,23,43,9,16,9
68204,23,43,9,16,9
68205,24,43,9,15,9
68206,24,43,9,15,9
68207,24,43,9,15,9
68208,24,43,9,15,9
68209,24,43,9,15,9
68210,24,43,9,15,9
68211,24,43,9,15,9
68212,24,43,9,15,9
68213,24,43,9,15,9
68214,24,43,9,15,9
68215,24,43,9,15,9
68216,24,43,9,15,9
68217,24,43,9,15,9
68218,24,43,9,15,9
68219,24,43,9,15,9
68220,24,43,9,15,9
68221,24,43,9,15,9
68222,24,43,9,15,9
68223,24,43,9,15,9
68224,24,43,9,15,9
68225,24,43,9,15,9
68226,24,43,9,15,9
68227,24,43,9,15,9
68228,24,43,9,15,9
68229,24,43,9,15,9
68230,24,43,9,15,9
68231,24,43,9,15,9
68232,24,43,9,15,9
68233,24,43,9,15,9
68234,24,43,9,15,9
68235,24,43,9,15,9
68236,24,43,9,15,9
68237,24,43,9,15,9
68238,24,43,9,15,9
68239,24,43,9,15,9
68240,24,43,9,15,9
68241,24,43,9,15,9
68242,24,43,9,15,9
68243,24,43,9,15,9
68244,24,43,9,15,9
68245,24,43,9,15,9
68246,24,43,9,15,9
68247,24,43,9,15,9
68248,24,43,9,15,9
68249,24,43,9,15,9
68250,24,43,9,15,9
68251,24,43,9,15,9
68252,24,43,9,15,9
68253,24,43,9,15,9
68254,24,43,9,15,9
68255,24,43,9,15,9
68256,24,43,9,15,9
68257,24,43,9,15,9
68258,24,43,9,15,9
68259,24,43,9,15,9
68260,24,43,9,15,9
68261,24,43,9,15,9
68262,24,43,9,15,9
68263,24,43,9,15,9
68264,24,43,9,15,9
68265,24,43,9,15,9
68266,24,43,9,15,9
68267,24,43,9,15,9
68268,24,43,9,15,9
68269,24,43,9,15,9
68270,24,43,9,15,9
68271,24,43,9,15,9
68272,24,43,9,15,9
68273,24,43,9,15,9
68274,24,43,9,15,9
68275,24,43,9,15,9
68276,24,43,9,15,9
68277,24,43,9,15,9
68278,24,43,9,15,9
68279,24,43,9,15,9
68280,24,43,9,15,9
68281,24,43,9,15,9
68282,24,43,9,15,9
68283,24,43,9,15,9
68284,24,43,9,15,9
68285,24,43,9,15,9
68286,24,43,9,15,9
68287,24,43,9,15,9
68288,24,43,9,15,9
68289,24,43,9,15,9
68290,24,43,9,15,9
68291,24,43,9,15,9
68292,24,43,9,15,9
68293,24,43,9,15,9
68294,24,43,9,15,9
68295,24,43,9,15,9
68296,24,43,9,15,9
68297,24,43,9,15,9
68298,24,43,9,15,9
68299,24,43,9,15,9
68300,24,43,9,15,9
68301,24,43,9,15,9
68302,24,43,9,15,9
68303,24,43,9,15,9
68304,24,43,9,15,9
68305,24,43,9,15,9
68306,24,43,9,15,9
68307,24,43,9,15,9
68308,24,43,9,15,9
68309,24,43,9,15,9
68310,24,43,9,15,9
68311,24,43,9,15,9
68312,24,43,9,15,9
68313,24,43,9,15,9
68314,24,43,9,15,9
68315,24,43,9,15,9
68316,24,43,9,15,9
68317,24,43,9,15,9
68318,24,43,9,15,9
68319,24,43,9,15,9
68320,24,43,9,15,9
68321,24,43,9,15,9
68322,24,43,9,15,9
68323,24,43,9,15,9
68324,24,43,9,15,9
68325,24,43,9,15,9
68326,24,43,9,15,9
68327,24,43,9,15,9
68328,24,43,9,15,9
68329,24,43,9,15,9
68330,24,43,9,15,9
68331,24,43,9,15,9
68332,24,43,9,15,9
68333,24,43,9,15,9
68334,24,43,9,15,9
68335,24,43,9,15,9
68336,24,43,9,15,9
68337,24,43,9,15,9
68338,24,43,9,15,9
68339,24,43,9,15,9
68340,24,43,9,15,9
68341,24,43,9,15,9
68342,24,43,9,15,9
68343,24,43,9,15,9
68344,24,43,9,15,9
68345,24,43,9,15,9
68346,24,43,9,15,9
68347,24,43,9,15,9
68348,24,43,9,15,9
68349,24,43,9,15,9
68350,24,43,9,15,9
68351,24,43,9,15,9
68352,24,43,9,15,9
68353,24,43,9,15,9
68354,24,43,9,15,9
68355,24,43,9,15,9
68356,24,43,9,15,9
68357,24,43,9,15,9
68358,24,43,9,15,9
68359,24,43,9,15,9
68360,24,43,9,15,9
68361,24,43,9,15,9
68362,24,43,9,15,9
68363,24,43,9,15,9
68364,24,43,9,15,9
68365,24,43,9,15,9
68366,24,43,9,15,9
68367,24,43,9,15,9
68368,24,43,9,15,9
68369,24,43,9,15,9
68370,24,43,9,15,9
68371,24,43,9,15,9
68372,24,43,9,15,9
68373,24,43,9,15,9
68374,24,43,9,15,9
68375,24,43,9,15,9
68376,24,43,9,15,9
68377,24,43,9,15,9
68378,24,43,9,15,9
68379,24,43,9,15,9
68380,24,43,9,15,9
68381,24,43,9,15,9
68382,24,43,9,15,9
68383,24,43,9,15,9
68384,24,43,9,15,9
68385,24,43,9,15,9
68386,24,43,9,15,9
68387,24,43,9,15,9
68388,24,43,9,15,9
68389,24,43,9,15,9
68390,24,43,9,15,9
68391,24,43,9,15,9
68392,24,43,9,15,9
68393,24,43,9,15,9
68394,24,43,9,15,9
68395,24,43,9,15,9
68396,24,43,9,15,9
68397,24,43,9,15,9
68398,24,43,9,15,9
68399,24,43,9,15,9
68400,24,43,9,15,9
68401,24,43,9,15,9
68402,24,43,9,15,9
68403,24,43,9,15,9
68404,24,43,9,15,9
68405,24,43,9,15,9
68406,24,43,9,15,9
68407,24,43,9,15,9
68408,24,43,9,15,9
68409,24,43,9,15,9
68410,24,43,9,15,9
68411,24,43,9,15,9
68412,24,43,9,15,9
68413,24,43,9,15,9
68414,24,43,9,15,9
68415,24,43,9,15,9
68416,24,43,9,15,9
68417,24,43,9,15,9
68418,24,43,9,15,9
68419,24,43,9,15,9
68420,24,43,9,15,9
68421,24,43,9,15,9
68422,24,43,9,15,9
68423,24,43,9,15,9
68424,24,43,9,15,9
68425,24,43,9,15,9
68426,24,43,9,15,9
68427,24,43,9,15,9
68428,24,43,9,15,9
68429,24,43,9,15,9
68430,24,43,9,15,9
68431,24,43,9,15,9
68432,24,43,9,15,9
68433,24,43,9,15,9
68434,24,43,9,15,9
68435,24,43,9,15,9
68436,24,43,9,15,9
68437,24,43,9,15,9
68438,24,43,9,15,9
68439,24,43,9,15,9
68440,24,43,9,15,9
68441,24,43,9,15,9
68442,24,43,9,15,9
68443,24,43,9,15,9
68444,24,43,9,15,9
68445,24,43,9,15,9
68446,24,43,9,15,9
68447,24,43,9,15,9
68448,24,43,9,15,9
68449,24,43,9,15,9
68450,24,43,9,15,9
68451,24,43,9,15,9
68452,24,43,9,15,9
68453,24,43,9,15,9
68454,24,43,9,15,9
68455,24,43,9,15,9
